title,description
Nhân Viên Tester (Dự Án Blockchain),"● Có tối thiểu 03 năm kinh nghiệm trong vị trí Tester ● Có khả năng test performance, có kinh nghiệm với Automation testing ● Có kinh nghiệm với SQL, API, data flow ● Có khả năng phân tích, đọc hiểu yêu cầu ● Có khả năng lên kế hoạch cho giai đoạn test ● Có khả năng phối hợp với Developer trong quá trình fix bug ● Có khả năng làm việc độc lập hoặc theo nhóm ● Cẩn thận, chủ động, có trách nhiệm, có thái độ cầu tiến ● Đã có kinh nghiệm sử dụng Git, SVN và các công cụ quản trị dự án là một lợi thế. ● Kỹ năng ngoại ngữ: Đọc và hiểu tiếng Anh CNTT."
Data Support,"SQL knowledge is a must. At least 6 months of working with the database using SQLFamiliar with BI tools such as Microsoft Power BI, Apache SupersetBasic Python knowledge and AWS knowledge are preferableHigh IQ and willing to learnExperience in root cause analysisEnglish level: IntermediateComputer level: Advanced"
Chuyên Viên Phân Tích Và Phát Triển Ứng Dụng,"2. YÊU CẦU- Tốt nghiệp chuyên ngành CNTT, Khoa học Máy tính...Có kinh nghiệm từ 2 năm trở lên ở vị trí tương đương- Kỹ năng chuyên môn: PHP, Shareoint, Power App, Ms Flow, SQL sever database, NodeJS/python/. NET, excel....Chịu được áp lực công việc caoCó tinh thần làm việc nhóm"
DevOps Engineer,"• Graduated from IT / Mathematics-Informatics / Telecommunications Engineering departments at reputable universities (HUST, VNU, etc.).• Minimum 2 years of experience with DevOps knowledge, monitoring support products, IT system operation, and a foundational understanding of Linux, networking, K8S, security.• Understanding of the following areas, international certifications are advantageous:• Linux operating system, open-source software; LPI 1,2,3 certifications• Networking; CCNA, CCNP certifications...• Container Platforms (Docker, Kubernetes, OKD...); CKA, CKS certifications• API Management• Understanding of DevOps or DevSecOps• Familiarity with large public cloud environments such as AWS, Azure, GCP; international certifications: AWS Certified SysOps"
Backend Developer,"•	Thành thạo Java framework, RestAPI và thiết kế cơ sở dữ liệu (MSSQL/MySQL/PostgresQL/MongoDB) •	Hiểu rõ kiến thức về MVC, OOP sử dụng source version control (Git) •	Có thể làm việc độc lập hoặc với một nhóm theo yêu cầu •	Tinh thần trách nhiệm cao, cần thận và tỉ mỉ trong công việc •	Khả năng học hỏi và research nhanh."
DevOps Engineer,"Tốt nghiệp Cao đẳng, Đại học chuyên ngành công nghệ thông tinCó kiến thức và hiểu biết về : Network, Mô hình OSI, TCP/IP, Linux Distro, Nginx, Open Sources.Có kinh nghiệm làm việc với Docker, Docker Swarm, K8s, CI/CD(Gitlab, Jenkins).Có kinh nghiệm làm việc với MySQL, PostgreSQL, Redis.Có hiểu biết về bảo mật hệ thống.Có kinh nghiệm xây dựng, triển khai hệ thống Kafka, RabbitMQCó kinh nghiệm triển khai tool automation Ansible/Saltstack.Có niềm đam mê công nghệ, bắt kịp các xu hướng và công nghệ trong lĩnh vực DevOps.Khả năng tư  duy và làm việc nhóm."
"Backend Developer (.Net, Html5, Css3, JavaScript)","- Từ 2 năm kinh nghiệm trong phát triển ứng dụng dựa trên web với với các ngôn ngữ, khung và công nghệ sau: .NET, HTML5, CSS3, JavaScript. - Đã tốt nghiệp- Độ tuổi : Từ 23 - 38 Tuổi (1985 - 2000) - Có kiến thức về jQuery, Knockoutjs, Durandal, Angular, JavaScriptMVC là một điểm cộng - Khả năng làm việc độc lập - Có khả năng đọc hiểu tài liệu và giao tiếng với Khách Hàng qua văn bản bằng tiếng anh - Tiếng Anh giao tiếp cơ bản"
CEO Executive Assistant,"BA/BS degree with 2+ years of administrative support to C-level (or comparable level) management, startup environment preferred.Proactive, strong sense of organizational skills, time management, detail-oriented with the ability to multi-task.Ability to work independently, proactively and under pressureComfortable in an intense, fast-growth startup environment, and handling information with a high level of confidentiality.Highly collaborative with team orientation; flexible in personal interactions at all levels of the companyConcise and professional communication and negotiation skills, verbally and written language, in both Vietnamese and English."
Data Analyst (Juinor/ Senior),"Tốt nghiệp đại học chuyên ngành CNTT, Khoa học máy tính, Quản trị hệ thống, Quản trị kinh doanh, Kinh tế hoặc các ngành kỹ thuật công nghệ tương đươngThành thạo ngôn ngữ truy vấn và lập trình CSDL SQLCó kiến thức, kinh nghiệm triển khai/tích hợp các giải pháp về xử lý dữ liệu, Cloud ComputingCó kinh nghiệm sử dụng các công cụ như PowerBI, Tableau, Qlik, Cognos, SAS...Khả năng nghe nói, đọc hiểu và viết tài liệu tiếng Anh tốtKhả năng giao tiếp, hòa đồng tốtKhả năng làm việc nhóm, làm việc độc lập và dưới áp lực cao.Luôn có tư duy khám phá, phân tích dữ liệu, có thể “kể chuyện” bằng dữ liệu.Có tầm nhìn xa và tư duy kinh doanh để tận dụng được hết tài nguyên dữ liệu đem lại lợi ích cho tổ chức.Có khả năng tự nghiên cứu, chủ động tìm hiểu công nghệ."
Lập Trình Viên FrontEnd WordPress,"Có kinh nghiệm 2 năm làm việc, tham gia vào các dự án WordPress.Thành thạo lập trình PHP, HTML/CSS, JavaScript. Có kiến thức về MySQL.Đặc biệt am hiểu về mã nguồn WordPress (cài đặt, chỉnh sửa Theme, Plugin, Function,...).Có đam mê với lập trình Web.Có khả năng teamwork tốt, có tinh thần cởi mở khi trao đổi với các thành viên khác trong team.Có khả năng và sẵn sàng học hỏi, tiếp cận các công nghệ mới."
Java Developer - Core Banking Project,"3 năm kinh nghiệm backendKinh nghiệm về Spring Framework, java, docker, kafka, MySQL, microserviceYêu cầu có kinh nghiệm về webservices, API và dự án về bankCó kinh nghiệm AWS là lợi thế"
Intern/Fresher Unity Developer,"Yêu thích làm game và chơi game.Trên 6 tháng tìm hiểu game mobile với Unity. Ưu tiên các bạn sinh viên mới ra trường chuyên ngành công nghệ thông tin, kỹ thuật phần mềm,... (Có SP demo đính kèm trong CV)Sử dụng thành thạo Unity, C# và tư duy lập trình hướng đối tượng tốt.Khả năng tư duy và sáng tạo tốt.Có trách nhiệm cao trong công việc, thái độ cầu tiến và thích thử thách công nghệ khó, ham học hỏi công nghệ mới.Ưu tiên đi làm fulltime"
Customer Support Executive,"Proficiency in English, with an IELTS score of 6.5 - 7.0 or a TOEIC score of 685 - 830.Have strong communication, analytical, and critical thinking skills.Experience in customer service or teaching (tutor, teaching assistant).A minimum of 6 months of experience in Technology, E-commerce, or Marketing (preferred).A major in English Linguistics and Literature (preferred)."
Java Developer (Zimbra Mail),"Ứng viên có từ 02 năm kinh nghiệm trở lên.Thành thạo Java Core, các framework Java như Spring, Struts, Hibernate, EE ... và một số design pattern thông dụng.Hiểu biết về Moldue trong JavaThành thạo SQL, có kiến thức về các hệ quản trị cơ sở dữ liệu Oracle/MySQLCó kinh nghiệm xây dựng và vận hành hệ thống Mail ZimbraThành thạo sử dụng Docker, Docker composeHiểu biết và sử dụng các câu lệnh thông dụng Linux/ UnixThành thạo sử dụng các công cụ quản lý source (Git, SVN, ...)Có bằng cử nhân từ Cao đẳng trở lên các ngành CNTT hoặc các ngành liên quan."
Business Analyst (Domain Bank),"Có kỹ năng viết tài liệu, tư duy logic tốt.Kỹ năng giao tiếp tốt.Hiểu biết sâu về quy trình sản xuất phần mềm, quy trình lấy yêu cầu và quy trình phân tích, thiết kế, triển khai phần mềm.Kiến thức BA cơ bản: Workflow, Activity Flow, Use Case, User Story, Mookup, các loại Requirements...Yêu cầu kinh nghiệm: tối thiểu 03 năm kinh nghiệm trở lên tại vị trí BA.Ưu tiên:Tốt nghiệp trường đại học chuyên ngành công nghệ thông tin hoặc liên quan là điểm cộngỨng viên có kiến thức vững về SQL, Database.Có kinh nghiệm làm các dự án bankingCó kiến thức về UI/UX. Quan tâm đến trải nghiệm người dùng.Có khả năng làm việc bằng tiếng Anh."
Java Developer (Từ 3.5 Năm Kinh Nghiệm),"Ứng viên có từ 3.5 năm kinh nghiệm trở lênThành thạo Java Core, các framework Java như EE, Spring, Struts, Hibernate ... và một số design pattern thông dụngTư duy về thiết kế hướng đối tượng và nắm vững kiến thức về cấu trúc dữ liệu và giải thuật, lập trình hướng đối tượng ...Thành thạo SQL, PLSQL, có kiến thức về các hệ quản trị cơ sở dữ liệu Oracle/MySQL, noSQL, có khả năng tối ưu CSDLCó kinh nghiệm về FE Angular là lợi thế"
Senior Project Manager,"Bằng cử nhân trở lên về Công nghệ thông tin, Khoa học máy tính, Kinh doanh hoặc chuyên ngành có liên quan - Ưu tiên có chứng chỉ chuyên môn về Quản lý dự án (PMP / Prince 2)Ít nhất 6 năm kinh nghiệm trong lĩnh vực công nghệ thông tin với ít nhất 4 năm kinh nghiệm Quản lý dự án CNTTKinh nghiệm về hệ thống ngân hàng (Ngân hàng cốt lõi, Ngân hàng điện tử, Kho bạc, Kho dữ liệu, Thanh toán) - Có kiến ​​thức về mọi khía cạnh của CNTT (Ứng dụng và Cơ sở hạ tầng)Hiểu các yêu cầu kinh doanh và hạn chế kỹ thuật theo kiến ​​trúc doanh nghiệp của tổ chứcKhả năng áp dụng tư duy phân tích và khái niệm vào hoạt động và lập kế hoạch hệ thống trên nhiều công nghệKiến thức và kinh nghiệm nâng cao về Các phương pháp và thực hành quản lý thay đổi CNTT như ITIL, COBIT - Kiến thức tài chính để dự báo và quản lý ngân sách dự án"
AI Engineer,"Có tối thiểu 10 tháng kinh nghiệm ở vị trí tương đương.Tốt nghiệp Cao đẳng/Đại học các chuyên ngành Công nghệ Thông tin, Toán Tin, Điện tử Viễn thông, Điều khiển Tự động, hoặc các ngành liên quan.Kiến thức chuyên môn:Có hiểu biết về Machine Learning và Deep Learning.Kinh nghiệm làm việc với các mô hình ngôn ngữ lớn (LLM) như BERT, T5, Mistral, LLaMa, GPT, v.v.Có kinh nghiệm làm việc với RESTAPI, Langchain, llamaindex, ...Kỹ năng nghiên cứu và nền tảng:Khả năng nghiên cứu và áp dụng các công nghệ mới.Nền tảng vững chắc về cấu trúc dữ liệu và thuật toán.Hiểu biết và có kinh nghiệm lập trình với các ngôn ngữ như C++ và Python.Có kinh nghiệm làm việc với cơ sở dữ liệu SQL."
Middle Backend Developer,"Thành thạo PHP, LaravelRành MySQL/Redis/DockerBiết NodeJS/ReactJS/VueJS là một lợi thếThái độ làm việc chuyên nghiệp và có trách nhiệm.Có thể làm việc độc lập hoặc với một nhóm theo yêu cầuTinh thần lạc quan, cẩn thận và tỉ mỉ trong công việcKhả năng học hỏi và Research nhanh"
Nhân Viên Quản Lý Chất Lượng (QA),"- Nam tuổi từ 22-30.- Tốt nghiệp Cao đẳng trở lên chuyên ngành Quản trị chất lượng, Điện, Điện tử viễn thông, Công nghệ thông tin...- Thành thạo tin học văn phòng, đặc biệt là sử dụng các hàm trong Excel.- Trung thực, có trách nhiệm cao trong công việc.- Có tính chủ động và chịu được môi trường áp lực cao.- Có tư duy luôn lấy khách hàng làm trọng tâm."
Middle QC (Tester),"Quickly grasp business, receive and process information wellMastering test procedures and techniquesAbility to plan test phase.Know how to create test cases, execute tests, and log bugs.Good ability to work and communicate with colleagues; careful. Preference will be given to candidates with experience working with software processes and knowledge of software quality systemsWrite documents, testcase in EnglishHaving worked as a Business Analyst is an advantage.Japanese language is a priority"
Fresher/ Junior Game Designer (Nghỉ T7 & CN),"Có khả năng phân tích dữ liệu để đánh giá và tối ưu sản phẩm;6 tháng kinh nghiệm trở lên ở vị trí tương đương hoặc đã từng tham gia thiết kế kịch bản tính năng game ( đối với Fresher hoặc junior );Có khả năng phân tích và đánh giá game sau khi trải nghiệm;Biết sử dụng các phần mềm sketch, lên ý tưởng và diagram;Có tư duy logic và làm việc chuyên nghiệp;Có kinh nghiệm trong thiết kế game mobile hoặc tham gia ít nhất 1 sản phẩm Game;Có khả năng sử dụng Unity và có kiến thức lập trình là một lợi thế;Có tinh thần cầu tiến, chủ động trong công việc; khả năng tự học tốt."
